Date,Revenue,Net_Income,Total_Equity,Operating_CF,CapEx,Ticker
2003-05-01,320,64.2,807.0,128.0,-11.7,ADBE
2003-08-01,319,64.5,864.0,97.1,-7.7,ADBE
2003-11-01,359,83.3,1101.0,129.0,-12.6,ADBE
2004-02-01,423,123,1217.0,185.0,-14.4,ADBE
2004-05-01,410,109,1262.0,147.0,-12.5,ADBE
2004-08-01,404,104,1226.0,160.0,-14.4,ADBE
2004-11-01,430,114,1423.0,212.0,-21.9,ADBE
2005-02-01,473,152,1625.0,164.0,-11.5,ADBE
2005-05-01,496,150,1870.0,171.0,-9.1,ADBE
2005-08-01,487,145,2080.0,173.0,-17.5,ADBE
2005-11-01,510,156,1864.0,250.0,-10.8,ADBE
2006-02-01,655,105,5077.0,177.0,-11.6,ADBE
2006-05-01,635,123,4769.0,240.0,-19.7,ADBE
2006-08-01,602,94.4,4914.0,182.0,-18.9,ADBE
2006-11-01,682,183,5152.0,328.0,-33.1,ADBE
2007-02-01,649,144,5108.0,271.0,-48.3,ADBE
2007-05-01,746,153,5196.0,345.0,-23.5,ADBE
2007-08-01,852,205,4733.0,425.0,-32.2,ADBE
2007-11-01,911,222,4650.0,398.0,-28.1,ADBE
2008-02-01,890,219,3814.0,399.0,-26.3,ADBE
2008-05-01,887,215,4041.0,332.0,-22.4,ADBE
2008-08-01,887,192,4371.0,212.0,-39.8,ADBE
2008-11-01,915,246,4410.0,338.0,-23.3,ADBE
2009-02-01,786,156,4611.0,366.0,-15.9,ADBE
2009-05-01,705,126,4801.0,262.0,-10.3,ADBE
2009-08-01,698,136,4695.0,237.0,-58.4,ADBE
2009-11-01,757,-32,4891.0,254.0,-34.9,ADBE
2010-02-01,859,127,5171.0,260.0,-25.5,ADBE
2010-05-01,943,149,5179.0,251.0,-49.6,ADBE
2010-08-01,990,230,5085.0,291.0,-39.0,ADBE
2010-11-01,1008,269,5192.0,311.0,-55.4,ADBE
2011-02-01,1028,235,5425.0,332.0,-32.4,ADBE
2011-05-01,1023,229,5389.0,389.0,-37.5,ADBE
2011-08-01,1013,195,5564.0,325.0,-65.5,ADBE
2011-11-01,1152,174,5783.0,497.0,-74.9,ADBE
2012-02-01,1045,185,5986.0,314.0,-51.1,ADBE
2012-05-01,1124,224,6100.0,448.0,-60.8,ADBE
2012-08-01,1081,201,6439.0,263.0,-77.4,ADBE
2012-11-01,1153,222,6665.0,474.0,-81.8,ADBE
2013-02-01,1008,65.1,6805.0,322.0,-60.2,ADBE
2013-05-01,1011,76.5,6927.0,299.0,-46.2,ADBE
2013-08-01,995,83,6835.0,216.0,-46.8,ADBE
2013-11-01,1042,65.3,6725.0,315.0,-35.1,ADBE
2014-02-01,1000,47,6611.0,252.0,-29.4,ADBE
2014-05-01,1068,88.5,6637.0,368.0,-27.2,ADBE
2014-08-01,1005,44.7,6731.0,269.0,-55.0,ADBE
2014-11-01,1073,88.1,6776.0,400.0,-36.8,ADBE
2015-02-01,1109,84.9,6589.0,183.0,-35.5,ADBE
2015-05-01,1162,147,6610.0,471.0,-35.7,ADBE
2015-08-01,1218,174,6841.0,360.0,-49.0,ADBE
2015-11-01,1306,223,7002.0,455.0,-64.7,ADBE
2016-02-01,1383,254,7081.0,498.0,-46.2,ADBE
2016-05-01,1399,244,7249.0,489.0,-53.8,ADBE
2016-08-01,1464,271,7278.0,518.0,-55.2,ADBE
2016-11-01,1608,400,7425.0,696.0,-48.6,ADBE
2017-02-01,1682,398,7589.0,730.0,-30.9,ADBE
2017-05-01,1772,374,7804.0,645.0,-55.3,ADBE
2017-08-01,1841,420,8170.0,704.0,-54.2,ADBE
2017-11-01,2007,502,8460.0,833.0,-37.7,ADBE
2018-02-01,2079,583,8634.0,990.0,-95.1,ADBE
2018-05-01,2195,663,8706.0,976.0,-45.3,ADBE
2018-08-01,2291,666,8862.0,955.0,-63.6,ADBE
2018-11-01,2465,678,9362.0,1108.0,-63.0,ADBE
2019-02-01,2601,674,9871.0,1013.0,-65.0,ADBE
2019-05-01,2744,633,9932.0,1110.0,-146.0,ADBE
2019-08-01,2834,793,10243.0,922.0,-89.0,ADBE
2019-11-01,2992,851,10530.0,1377.0,-95.0,ADBE
2020-02-01,3091,955,10465.0,1325.0,-94.0,ADBE
2020-05-01,3128,1100,10881.0,1184.0,-96.0,ADBE
2020-08-01,3225,955,11713.0,1436.0,-126.0,ADBE
2020-11-01,3424,2250,13264.0,1782.0,-103.0,ADBE
2021-02-01,3905,1261,13546.0,1772.0,-59.0,ADBE
2021-05-01,3835,1116,13852.0,1988.0,-95.0,ADBE
2021-08-01,3935,1212,14414.0,1404.0,-95.0,ADBE
2021-11-01,4110,1233,14797.0,2066.0,-99.0,ADBE
2022-02-01,4262,1266,13775.0,1769.0,-100.0,ADBE
2022-05-01,4386,1178,13985.0,2040.0,-126.0,ADBE
2022-08-01,4433,1136,14373.0,1704.0,-125.0,ADBE
2022-11-01,4525,1176,14051.0,2325.0,-91.0,ADBE
2023-02-01,4655,1247,14206.0,1693.0,-101.0,ADBE
2023-05-01,4816,1295,14838.0,2139.0,-121.0,ADBE
2023-08-01,4890,1403,15776.0,1873.0,-91.0,ADBE
2023-11-01,5048,1483,16518.0,1597.0,-47.0,ADBE
2024-02-01,5182,620,15460.0,1174.0,-37.0,ADBE
2024-05-01,5309,1573,14843.0,1940.0,-41.0,ADBE
2024-08-01,5408,1684,14545.0,2021.0,-57.0,ADBE
2024-11-01,5606,1683,14105.0,2921.0,-48.0,ADBE
2025-02-01,5714,1811,13095.0,2482.0,-26.0,ADBE
2025-05-01,5873,1691,11448.0,2191.0,-47.0,ADBE
2025-08-01,5988,1772,11770.0,2198.0,-72.0,ADBE
2025-11-01,6194,1856,11623.0,3160.0,-34.0,ADBE
2026-02-01,6398,1889,11433.0,2958.0,-37.0,ADBE
1996-04-01,1128,186,2116.0,-28.1,-132.0,AMAT
1996-07-01,1115,169,2293.0,280.0,-116.0,AMAT
1996-10-01,861,73.1,2370.0,275.0,-87.7,AMAT
1997-01-01,836,29.6,2432.0,386.0,-277.0,AMAT
1997-04-01,901,102,2505.0,89.0,-46.0,AMAT
1997-07-01,1057,187,2674.0,166.0,139.0,AMAT
1997-10-01,1280,180,2942.0,60.7,-156.0,AMAT
1998-01-01,1308,229,3104.0,103.0,-153.0,AMAT
1998-04-01,1176,141,3191.0,38.3,-141.0,AMAT
1998-07-01,885,47.5,3260.0,471.0,-81.8,AMAT
1998-10-01,962,-140,3121.0,256.0,-89.0,AMAT
1999-01-01,743,52.8,3220.0,152.0,-39.3,AMAT
1999-04-01,1171,143,3386.0,95.2,-60.9,AMAT
1999-07-01,1434,244,3668.0,272.0,-45.6,AMAT
1999-10-01,1803,275,4575.0,561.0,-73.9,AMAT
2000-01-01,1722,327,4757.0,177.0,-29.9,AMAT
2000-04-01,2190,469,5493.0,376.0,-83.5,AMAT
2000-07-01,2732,604,6130.0,405.0,-112.0,AMAT
2000-10-01,2920,664,7104.0,693.0,-158.0,AMAT
2001-01-01,2363,157,7519.0,-4.3,-164.0,AMAT
2001-04-01,2139,318,7752.0,839.0,-190.0,AMAT
2001-07-01,1576,115,7795.0,294.0,-184.0,AMAT
2001-10-01,1265,185,7607.0,452.0,-173.0,AMAT
2002-01-01,1000,-45.5,7617.0,101.0,-86.6,AMAT
2002-04-01,1156,52,7675.0,20.4,-113.0,AMAT
2002-07-01,1460,115,7857.0,182.0,-159.0,AMAT
2002-10-01,1446,147,8020.0,248.0,-118.0,AMAT
2003-01-01,1054,-65.7,8016.0,87.5,-76.9,AMAT
2003-04-01,1107,-62.1,7938.0,313.0,-24.2,AMAT
2003-07-01,1095,-36.8,7865.0,136.0,-92.2,AMAT
2003-10-01,1221,15.5,8068.0,319.0,-72.0,AMAT
2004-01-01,1555,82.4,8219.0,217.0,-76.2,AMAT
2004-04-01,2018,373,8636.0,220.0,-36.7,AMAT
2004-07-01,2236,441,9103.0,683.0,-37.4,AMAT
2004-10-01,2203,455,9262.0,507.0,-40.3,AMAT
2005-01-01,1781,289,9300.0,237.0,-32.3,AMAT
2005-04-01,1861,305,9182.0,467.0,-45.4,AMAT
2005-07-01,1632,370,9072.0,346.0,-59.0,AMAT
2005-10-01,1718,247,8929.0,198.0,-62.9,AMAT
2006-01-01,1858,143,8668.0,419.0,-48.8,AMAT
2006-04-01,2248,413,8619.0,512.0,-31.7,AMAT
2006-07-01,2543,512,8666.0,376.0,-39.6,AMAT
2006-10-01,2518,449,6651.0,629.0,-59.4,AMAT
2007-01-01,2277,403,6967.0,381.0,-58.9,AMAT
2007-04-01,2530,411,7038.0,513.0,-72.4,AMAT
2007-07-01,2561,474,7388.0,638.0,-73.0,AMAT
2007-10-01,2367,422,7821.0,677.0,-60.5,AMAT
2008-01-01,2087,262,7459.0,390.0,-74.1,AMAT
2008-04-01,2150,303,7711.0,874.0,-63.6,AMAT
2008-07-01,1848,165,7541.0,320.0,-71.8,AMAT
2008-10-01,2044,231,7549.0,126.0,-78.4,AMAT
2009-01-01,1333,-133,7357.0,-185.0,-73.3,AMAT
2009-04-01,1020,-255,7096.0,84.3,-54.8,AMAT
2009-07-01,1134,-54.9,7014.0,194.0,-59.7,AMAT
2009-10-01,1526,138,7095.0,240.0,-60.6,AMAT
2010-01-01,1849,83,7148.0,372.0,-53.0,AMAT
2010-04-01,2296,264,7321.0,527.0,-45.0,AMAT
2010-07-01,2518,123,7278.0,299.0,-36.0,AMAT
2010-10-01,2887,468,7536.0,525.0,-35.0,AMAT
2011-01-01,2686,506,7839.0,425.0,15.0,AMAT
2011-04-01,2862,489,8182.0,704.0,-57.0,AMAT
2011-07-01,2787,476,8551.0,599.0,32.0,AMAT
2011-10-01,2181,455,8800.0,701.0,-69.0,AMAT
2012-01-01,2189,117,8650.0,181.0,-37.0,AMAT
2012-04-01,2541,289,8703.0,603.0,-39.0,AMAT
2012-07-01,2343,218,8339.0,656.0,-45.0,AMAT
2012-10-01,1646,-515,7235.0,411.0,-41.0,AMAT
2013-01-01,1573,34,7141.0,16.0,-49.0,AMAT
2013-04-01,1973,-129,6898.0,224.0,-52.0,AMAT
2013-07-01,1975,168,6954.0,364.0,-40.0,AMAT
2013-10-01,1988,183,7088.0,19.0,-56.0,AMAT
2014-01-01,2190,253,7241.0,372.0,-48.0,AMAT
2014-04-01,2353,262,7475.0,437.0,-65.0,AMAT
2014-07-01,2265,301,7684.0,584.0,-65.0,AMAT
2014-10-01,2264,256,7868.0,407.0,-63.0,AMAT
2015-01-01,2359,348,8072.0,60.0,-49.0,AMAT
2015-04-01,2442,364,8351.0,298.0,-64.0,AMAT
2015-07-01,2490,329,7977.0,334.0,-49.0,AMAT
2015-10-01,2368,336,7613.0,471.0,-53.0,AMAT
2016-01-01,2257,286,7168.0,207.0,-68.0,AMAT
2016-04-01,2450,320,6565.0,481.0,-47.0,AMAT
2016-07-01,2821,505,6819.0,981.0,-50.0,AMAT
2016-10-01,3297,610,7217.0,897.0,-88.0,AMAT
2017-01-01,3278,703,7687.0,792.0,-64.0,AMAT
2017-04-01,3546,824,8212.0,911.0,-77.0,AMAT
2017-07-01,3744,925,8716.0,1377.0,-80.0,AMAT
2017-10-01,4130,1067,9349.0,709.0,-124.0,AMAT
2018-01-01,4205,165,8506.0,1466.0,-203.0,AMAT
2018-04-01,4579,1100,7042.0,611.0,-121.0,AMAT
2018-07-01,4162,1016,6825.0,633.0,-133.0,AMAT
2018-10-01,3759,757,6845.0,1077.0,-165.0,AMAT
2019-01-01,3753,771,8209.0,834.0,-133.0,AMAT
